event_name,username,role_id,role_name,source,notes
Producers Chat & Jam Session,FOXY,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,G-Catz,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,GG4RR3TT,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,Nekoyori,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,ShroomyBliss,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,UltraSharkAretemente,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,Xanori,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,Ydayhawk,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,roguewitxh,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
Producers Chat & Jam Session,theblindprophet,1.392213840225112e+18,Music Production,manual_discord_interests,Event showed 16 interested but only 15 names visible
The Den and The Faceless OPEN MIC & Karaoke Night,★JNJA*,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,† Aerith †,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,BASIC,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Chris Venus Angel,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Daniel Might,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,FOXY,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,HotaruChim,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Jack Slothington,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,KimacoLee,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Liv A Black Lung Creechur,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Lv99gamingWiz,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Melandeity,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Midnight,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,MISCellaneous Bowl,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,MrBanana,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Nekoyori,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Puppy,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Soybean,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Ydayhawk,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,Yuuln/Yuun,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,paleshape,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,roguewitxh,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,theblindprophet,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,ultraSharkAretemente,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,whiteswan,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,yourwhom,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
The Den and The Faceless OPEN MIC & Karaoke Night,deleted_user_5e1181afed13,,,manual_discord_interests,31 Interested list; some names may be missing due to scroll limitations
Creative Coding Club with Joyful Decay,BASIC,1.3922108864874458e+18,Coding,manual_discord_interests,Thursdays
Creative Coding Club with Joyful Decay,SmallFry3694,1.3922108864874458e+18,Coding,manual_discord_interests,Thursdays
Creative Coding Club with Joyful Decay,theblindprophet,1.3922108864874458e+18,Coding,manual_discord_interests,Thursdays
Creative Coding Club with Joyful Decay,TouchMeSama,1.3922108864874458e+18,Coding,manual_discord_interests,Thursdays
Creative Coding Club with Joyful Decay,Ydayhawk,1.3922108864874458e+18,Coding,manual_discord_interests,Thursdays
Creative Coding Club with Joyful Decay,ShroomyBliss,1.3922108864874458e+18,Coding,manual_discord_interests,Thursdays
Creative Coding Club with Joyful Decay,NEAsMoM23,1.3922108864874458e+18,Coding,manual_discord_interests,Thursdays
ASL Practice Club w/ Xanori,FootC137,1.392210986387116e+18,ASL Class,manual_discord_interests,Saturdays
ASL Practice Club w/ Xanori,NEAsMoM23,1.392210986387116e+18,ASL Class,manual_discord_interests,Saturdays
ASL Practice Club w/ Xanori,SmallFry3694,1.392210986387116e+18,ASL Class,manual_discord_interests,Saturdays
ASL Practice Club w/ Xanori,Xanori,1.392210986387116e+18,ASL Class,manual_discord_interests,Saturdays
ASL Practice Club w/ Xanori,neon snipe,1.392210986387116e+18,ASL Class,manual_discord_interests,Saturdays
ASL Practice Club w/ Xanori,theblindprophet,1.392210986387116e+18,ASL Class,manual_discord_interests,Saturdays
ASL Practice Club w/ Xanori,whiteswan,1.392210986387116e+18,ASL Class,manual_discord_interests,Saturdays
Faceless Meditation – ZenjiGuru,Archangel,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,BASIC,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Blackbelt33,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Chris Venus Angel,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,FireBee (aka Grey),1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,FOXY,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,HotaruChim,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Jettybandit,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Kresny,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Liv A Black Lung Creechur,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Mitey,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Miscellaneous Bowl,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Moon,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Moonstress,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,Neko Bro,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,deleted_user_5e1181afed13,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,itzspookey,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Faceless Meditation – ZenjiGuru,vulkania_420,1.3922113654557245e+18,Meditation,manual_discord_interests,Sundays
Esoteric Class w/ FoxyFoo @ Temple,BluBerry,1.3922104548222607e+18,Esoterics,manual_discord_interests,Sundays
Esoteric Class w/ FoxyFoo @ Temple,FireBee (aka Grey),1.3922104548222607e+18,Esoterics,manual_discord_interests,Sundays
Esoteric Class w/ FoxyFoo @ Temple,Liv A Black Lung Creechur,1.3922104548222607e+18,Esoterics,manual_discord_interests,Sundays
Esoteric Class w/ FoxyFoo @ Temple,kitpup,1.3922104548222607e+18,Esoterics,manual_discord_interests,Sundays
Esoteric Class w/ FoxyFoo @ Temple,theblindprophet,1.3922104548222607e+18,Esoterics,manual_discord_interests,Sundays
Faceless Community Night,BASIC,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Chimera IX,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Darth Ronin,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Embryonic,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,FootC137,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Funpredictable,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,FOXY,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,HotaruChim,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,KimacoLee,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Liv A Black Lung Creechur,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,MagykRose,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Melandeity,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Midnight,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Miscellaneous Bowl,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Nekoyori,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,roguewithx,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,Toney,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Community Night,kitpup,,,manual_discord_interests,Modal claimed 19 interested but only 18 names visible
Faceless Podcast,BASIC,1.3922117143088376e+18,Podcasts,manual_discord_interests,Mondays 5 PM
Faceless Podcast,Darth Ronin,1.3922117143088376e+18,Podcasts,manual_discord_interests,Mondays 5 PM
Faceless Podcast,GHOSTNET,1.3922117143088376e+18,Podcasts,manual_discord_interests,Mondays 5 PM
Faceless Podcast,WillBros,1.3922117143088376e+18,Podcasts,manual_discord_interests,Mondays 5 PM
Faceless Podcast,sillybit,1.3922117143088376e+18,Podcasts,manual_discord_interests,Mondays 5 PM
Monday Night Movies,Chimera IX,,,manual_discord_interests,Mondays 6:30 PM
Monday Night Movies,Darth Ronin,,,manual_discord_interests,Mondays 6:30 PM
Monday Night Movies,Embryonic,,,manual_discord_interests,Mondays 6:30 PM
Monday Night Movies,Moonstress,,,manual_discord_interests,Mondays 6:30 PM
Monday Night Movies,deleted_user_5e1181afed13,,,manual_discord_interests,Mondays 6:30 PM
Monday Night Movies,roguewithx,,,manual_discord_interests,Mondays 6:30 PM
Monday Night Movies,theblindprophet,,,manual_discord_interests,Mondays 6:30 PM
